Kanji	Keyword	KeywordWK	ElementsTree	Elements
琶	lute			two jewels, jewel, mosaic
叉	forked			crotch, drop
舜	rose of Sharon			birdhouse, birdcage, claw, vulture, crown, sunglasses, dancing legs, ballerina, evening, cow
畠	dry field			white, dove, sun, drop, rice field, field
圃	vegetable patch			pent in, dog tag, dogtag, arrowhead, screwdriver, utilize, utilise
丞	helping hand			complete, water, walking stick, stick, water droplets, droplets, floor
亮	translucent	Clear		tall, top hat, mouth, crown, human legs
胤	blood relative			human legs, cocoon, flesh, moon, month
疏	transcription			zoo, infant, toddler, top hat, elbow, flood, stream
膏	ointment			tall, top hat, mouth, crown, mouth, flesh, moon, month
魁	pioneer			ghost, oni, drop, brains, rice field, human legs, elbow, big dipper, measuring cup, The Plough, drop, ten, needle
馨	ambrosial			voice, samurai, flag, stick, cruise missile, missile, wind, crotch, incense, wheat, cereal, sun, day
牒	label			one-sided, waiter with wine on tray, generation, generations, tree, wood
瞥	glimpse			shredder, small, little, belt, taskmaster, eye
睾	testicle			blood, drop, dish, happiness, ten, needle, stand up, vase, ten, needle, ten2, needle2
巫	sorceress			craft, assembly line, person2, person
敦	empathetic			receive, tall, top hat, mouth, child, children, taskmaster
奎	Andromeda			St. Bernard, large, square jewel, ivy, soil, dirt, ground, soil2, dirt2, ground2
翔	soar	Fly		horns, sheep, king, stick, mountain goat, feathers, wings
皓	beaming			white, dove, drop, sun, day, revelation, cow, mouth
黎	tenebrous			wheat, knot, slipknot, umbrella, grains of rice, rice grains
赳	bold			run, soil, dirt, ground, mending, mend, cornucopia
已	stop short			sign of the snake, mosaic, mosaic with bit missing, stops short
棘	thornbush			thorn2, thorn, tree2, tree, wood, belt, two thorns
聚	crowd			ear, crotch, two drops, drops, drop, drop2, person, rag
甦	resuscitate			resucitate, grow late, Amaterasu, one, ceiling, sun, day, rice field, tucked under the arm, life, This is Your Life, cell, drop, grow up
剪	pruning			in front, front, horns, butcher, moon, month, flesh, part of the body, sword, sabre, saber, dagger
躾	upbringing			somebody, nose, drop, beauty, beautiful, horns, sheep, large, St. Bernard
夥	plentiful			fruit, rice field, brains, tree, wood, many, evening2, evening
鼾	snore			nose, drop, eye, rice field, brains, two hands, dry, clothesline
祟	cast a spell			exit, leave, show, altar, two, small
粁	kilometer			rice, thousand, one thousand, drop, ten, needle
糎	centimeter			rice, one rin, rin, cliff, computer, ri, village
粍	millimeter			rice, fur, one ri, computer, ri, village
噸	ton			mouth, immediate, earthworm, drop, shovel, fishhook, head, page, one, ceiling, drop, shellfish, shell, clam, oyster, eye, animal legs, eight
哩	mile			mouth, one ri, computer, ri, village
浬	nautical mile			water, water droplets, water pistol, one ri, computer, ri, village
吋	inch			mouth, glue
呎	feet			mouth, shaku
梵	brahman			grove, tree2, tree, wood2, wood, mediocre, drop, wind
陀	Shakyamuni Buddha			pinnacle, house, spoon
薩	bodhisattva			flowers, pinnacle, products, vase, stand up, cliff, life, This is Your Life, cell, drop, grow up
菩	bo tree			flowers, muzzle, vase, stand up, mouth
唖	babble			mouth, Asia, roman two, mouth
迦	Sanskrit ka			add, power, muscle, arnold, mouth, road, drop
牟	moo			moo, elbow, cow
珈	jeweled hairpin			jewel, add, power, muscle, arnold, mouth
琲	beaded hairpin			jewel, un-, jail cell, prison bars
檜	Japanese cypress [old]			tree, wood, meeting, umbrella, one, pent in, small, little, horns, sun
轡	bridle's bit			thread2, thread, two threads, spiderman, car, cart, house, mouth
淵	abyss [old]			water, water droplets, water pistol, one-sided2, one-sided, two-sided, waiter with wine on tray
伍	V			person, five
什	X			person, ten
萬	ten thousand [old]			flowers, flower, talking cricket, brains, insect, belt,
邁	pass through			ten thousand, ten thousand [old], flowers, flower, talking cricket, brains, insect, belt, road, drop
逞	tough			display, mouth, king, jewel, ball, road, drop
燈	lamp [old]			fire, ascend, teepee, wigwam, beans, table, one, mouth
裡	back [old]			cloak, ri, computer, village, rice field, brains, soil, dirt, ground
薗	park [alternate]			flowers, flower, park, pent in, earthenware jar, lidded crock, soil, dirt, ground, mouth, scarf
鋪	shop [alternate]			gold, metal, gold, umbrella, drop, king, jewel, ball, drop2, dog tag, dogtag, arrowhead, screwdriver, utilize, utilise
嶋	island [alternate]			mountain, bird
峯	summit [alternate]			mountain, walking legs, bushes
巌	boulder [old]			mountain, stern, owl, one, animal legs, cliff, daring, spike, ear, taskmaster
埜	plains [old]			grove, tree2, tree, wood2, wood, soil, dirt, ground
舘	Bldg. [old]			umbrella, tongue, thousand, drop, ten, needle, mouth, bureaucrat, house, maestro, maestro without baton
龍	dragon [old]	Imperial		dragon [old], vase, stand up, meat, moon, month, flesh, slingshot, snake, self, three, clothes hanger
寵	patronage			house, dragon [old], vase, stand up, meat, moon, month, flesh, slingshot, snake, self, three, clothes hanger
聾	deafness			dragon [old], vase, stand up, meat, moon, month, flesh, slingshot, snake, self, three, clothes hanger, ear
慾	longing [old]			longing, valley, eight, umbrella, mouth, lack, yawn, heart
亙	span [old]			tile, ten thousand, one, ceiling, cane, stick, drop, fishhook, ice, floor
躯	body [old]			somebody, nose, drop, ward, box, sheaf
嶽	Point [old]			mountain, prison, pack of wild dogs, say, words, keitai, mouth, chihuahua, dog, large, drop
國	country [old]			pent up, a, a certain, mouth, floor, one, fiesta
脛	shin			flesh, moon, month, ceiling, flood, craft
勁	formidable			ceiling, flood, craft, power, muscle, arnold
祀	enshrine			show, altar, two, small, sign of the snake, mosaic, snake
祓	exorcism			show, altar, two, small,chihuahua, chihuahua with an extra leg
躇	dither			wooden leg, leg, mouth, stop, footprint, renowned, flowers, someone, puppet, sooty, old man, sun, day
壽	longevity [old]			samurai, one, ceiling, floor, craft, mouth, glue, earthenware jar, lidded crock, soil, dirt, ground
躊	hesitate			wooden leg, leg, mouth, stop, footprint, longevity [old], samurai, one, ceiling, floor, craft, mouth, glue, earthenware jar, lidded crock, soil, dirt, ground
饅	bean jam			eat, food, umbrella, good, halo, drop, silver, mandala, sun, day, net, eye, crotch
嘔	retch			mouth, ward, box, goods, mouth, mouth3, mouth4, three mouths
鼈	snapping turtle			turtle shell, shredder, small, little, belt, taskmaster, eel [old form], eels [old form], mouth4, mouth, sun, day, straightened hook, floor
亨	go smoothly			top hat, mouth, complete
侑	condone			person, possess, possession, by one's side, by one’s side, moon, month, flesh, part of the body
梧	parasol tree			tree, wood, I, five, mouth
欽	circumspect			gold, metal, gold, umbrella, drop, king, jewel, ball, drop2, lack, yawn, bound up, person
煕	cheer			servant, box, stick, sign of the snake, mosaic, snake, oven-fire, drop4, barbecue
而	and then			and then, comb
掟	mandate			fingers, finger, determine, house, mend
籠	cage [old]			bamboo, dragon [old], vase, stand up, meat, moon, month, flesh, slingshot, snake, self, three, clothes hanger
墟	ruins	Ruins		soil, dirt, ground, tiger, cactus, mountain
杳	dimly			dimly, darkness, tree, wood, sun, day
睫	eyelashes			eyelashes, eye, one, ceiling, brush, broom, run, soil, dirt, ground, mend
揉	rub			fingers, finger, halberd, beforehand, tree, wood
藉	carpet			flowers, christmas tree, wood, once upon a time, storyteller, salad, sun, day
贄	offering (to the gods, emperor, etc.) (Archaism)			spicy, stand up, vase, ten, needle, round, drop, nine, baseball, shellfish, shell, clam, oyster, eye, animal legs, eight
其	that			bushel basket, rook, hamper, animal legs, eight
來	come			top hat, assembly line, person2, person, tree, wood
氣	spirit			reclining, one, fishhook, rice
學	study			mortar, staples2, staples, sheaf, crown, child
樣	Esq.			Esq., tree, wood, horns, sheep, king, eternity, drop, water
處	place			tiger, magic wand, wand, augury, divining rod, cliff, hook, diced, seven, walking legs, wind
實	truth			house, rice field, one, shellfish, shell, clam, oyster, eye, animal legs, eight
贅	luxury	Luxury		boy, soil, dirt, ground, compass, direction, taskmaster, shellfish, shell, clam, oyster, eye, animal legs, eight
漣	ripples	Ripples		water, water droplets, water pistol, take along, carry along, car, road, drop, drops
燿	twinkle			shine, twinkle, fire, broom2, broom, turkey
壤	lot			miss, top hat, mouth2, mouth, celery, hairpin, safety-pin
呟	mutter			mouth, mysterious, top hat, cocoon
蹂	step on			leg, mouth, stop, tender, halberd, beforehand, tree, wood
躙	trample			leg, mouth, stop, gates, turkey
々	repeater	Repeater		repeater, noma, fishhook, key, crooked key
顏	face			mingle, top hat, father, sheaf, cliff, shape, head, page, one, ceiling, drop, shellfish, shell, clam, oyster, eye, animal legs, eight
遙	far off			road, drop2, drop, evening, tin can, reclining, lying down, noon, sign of the horse, shovel, mountain
裔	descendant			garment, cloak, scarf, top hat, cloth, clothes, clothing, four, human legs, hood, mouth
祠	small shrine			show, altar, two, small, director, clothes hanger, coat hanger, one, mouth
徘	wander			going, un-, jail cell, prison bars
徊	wandering			going, -times, times, pent in, mouth
罠	trap			net, eye, cross-eyed, people, mouth, family name
亦	also			top hat, drop, drops, drop2, dagger, small, little, eight, human legs
煌	glitter			fire, person, drops, drop, drop3, white, sun, day, king, jewel, ball
焉	how			correct, craft, one, ceiling, stop, footprint, bird, dove, crow, tail feathers, oven-fire
隱	hide			pinnacle, claw, craft, vulture, broom, heart
晄	clear			sun, day, ray, small, little, human legs
舐	lick			tongue, thousand, drop, ten, needle, mouth, family name, drop, fishhook, fishhook2
侘	lonely			person, home, house, lock of hair, seven
箏	koto			bamboo, vulture, brush
佇	linger			person, house, street, nail, spike
揶	tease			finger, ear, city walls
揄	tease			finger, meeting, moon, flood, saber
體	the body			skeleton, joint, moon, month, flesh, part of the body, bend, rice field, brains, stick, beans, table, ceiling, one, mouth
當	bear			schoolhouse, owl, one, animal legs, crown, mouth, rice field, brains
眞	truth			spoon, sitting on the ground, eye, straightened hook, hook, fishhook, animal legs, eight
會	meet			meeting, umbrella, one, eye, horns, animal horns, sun, day
對	opposed			upside down in a row, row, soil, dirt, ground, glue, drop, ten with a hook, horns, animal horns, king, jewel, ball
聲	sound			voice, samurai, flag, stick, missile, wind, crotch, ear
爲	change			vulture, do, so, strange building, tail feathers
歸	homecoming			maestro, maestro without baton, stop, footprint, broom, brush, crown, towel
發	departure			teepee, wigwam, bow, missile, wind, crotch
儘	as it is		l(person, t(rake, one, tail feathers, dish))	person, rake, one, tail feathers, dish
變	change		t(l(thread, say, thread), walking legs)	thread, spiderman, say, words, keitai, mouth, thread, spiderman, walking legs
曾	once		t(eight2, dish, sun)	eight2, dish, sun, day
數	number		l(t(rice field, stick, mouth, woman), taskmaster)	rice field, brains, stick, mouth, woman, taskmaster
關	connection		o(gates, t(cocoon2, cactus))	gates, cocoon2, cactus
經	classic works		l(thread, t(ceiling, flood, craft))	thread, spiderman, ceiling, one, flood, stream, craft
傳	summon		l(person, t(car, glue))	person, car, sun, day, rice field, ten, needle, glue, drop, ten with a hook
餘	surplus		l(eat, too much)	eat, food, umbrella, good, halo, drop, silver, too much, umbrella, potato, small
讀	read		l(say, t(samurai, four, shellfish))	say, words, keitai, mouth, samurai, gentleman, four, pent in, human legs, shellfish, shell, clam, oyster, eye, animal legs, eight
樂	music		t(l(cocoon, white, cocoon), tree)	cocoon, white, drop, sun, day, cocoon, tree, wood
囘	round		o(wind, sign of the snake)	wind, sign of the snake, mosaic, mosaic with bit missing
乍	though		saw	saw
圓	yen		o(pent in, t(mouth, shellfish))	pent in, mouth, shellfish, shell, clam, oyster, eye, animal legs, eight, employee, mouth, shellfish
殘	leftover		l(bones, t(fiesta, fiesta))	bones, one, ceiling, evening, fiesta, fiesta, fiesta2
凜	cold		l(ice, t(top hat, times, wheat))	ice, two, top hat, times, -times, pent in, mouth, wheat, cereal
熙	bright		t(l(retainer, fingerprint), oven-fire)	retainer, slave, fingerprint, oven-fire, oven fire, barbecue, drop4
埃	dust		l(soil, t(elbow, dart))	soil, dirt, ground, elbow, dart, drop, heavens
啼	bark		l(mouth, sovereign)	mouth, sovereign, top hat, stand up, vase, apron, crown, towel
觀	outlook		l(t(flowers, mouth2, turkey), see)	flowers, mouth2, turkey, see, eye, human legs
睨	glaring at		l(eye, t(mortar, human legs))	eye, mortar, human legs
衞	defense		o(boulevard, t(five, mouth, towel))	boulevard, going, five, mouth, towel
惡	bad		t(ceiling, swiss, one, heart)	ceiling, one, swiss, switzerland, plus, red cross, d-pad, convex2, box4, box, two, one, heart, drops, drop3, drop, fishhook, one2
盃	glass		t(negative, dish)	negative, negation, one, ceiling, person, drop, dish
茫	wide		t(flowers, l(water, deceased))	flowers, water, water droplets, water pistol, deceased, perish, top hat, fishhook
兩	old Japanese coin		o(towel, l(enter, enter))	towel, enter, enter, enter2
拵	make		l(finger, o(by one's side, child))	finger, fingers, by one's side, by one’s side, child, genius, genie
戰	war		l(t(l(mouth, mouth), early), fiesta)	mouth, mouth, early, sunflower, sun, day, ten, needle, fiesta
袂	sleeve		l(cloak, guillotine)	cloak, guillotine, key, St. Bernard, large, person
續	continue		l(thread, t(samurai, four, shellfish))	thread, spiderman, samurai, gentleman, four, pent in, human legs, shellfish, shell, clam, oyster, eye, animal legs, eight
獨	alone		l(pack of wild dogs, t(eye, o(bound up, insect)))	pack of wild dogs, eye, bound up, insect, inX, stick, mouth
頸	neck		l(t(ceiling, flood, craft), page)	ceiling, one, flood, stream, craft, page, one, ceiling, drop, shellfish, shell, clam, oyster, eye, animal legs, eight
從	from		l(going, t(assembly line, mending))	going, assembly line, person2, person, mending, mend, person2
轍	rut		l(car, t(top hat, elbow, moon), taskmaster)	car, sun, day, rice field, ten, needle, top hat, elbow, moon, month, flesh, part of the body, taskmaster, gone, soil, dirt, ground, elbow
淤	mud		l(water, direction, t(umbrella, two))	water, water droplets, water pistol, direction, compass, umbrella, two, one2, ceiling, floor, ice, two
